Id;Date_naissance;Sexe;Job;Emploi_actuel;Logement;Duree_Residence;Proprietaire;Telephone;Historique_credit;Nb_credit_existants;Compte_courant;Compte_cheque;Motif_credit;Montant_credit;Duree_credit_en_mois;Garants;Autres_acomptes;Typologie_client
502;03/03/1976;Homme;Qualifie/fonctionnaire;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (used);5493;36;0;;Bon client
503;14/12/1969;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Bien immobilier;0;Pas de credit/credit rembourse;1;>=200 EUR;100-500 EUR;Radio/Television;1126;9;0;;Bon client
504;05/09/1980;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;4;Inconnu/Pas de propriete;0;Compte critique / Autres credits (autre banque);2;0-200 EUR;100-500 EUR;Radio/Television;1216;24;0;;Mauvais client
505;27/09/1994;Femme;Qualifie/fonctionnaire;< 1 an;Location;4;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (new);1207;24;0;;Mauvais client
506;29/06/1991;Homme;Non qualifie;1-4 ans;Proprietaire;4;Accord de construction;0;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Car (new);1309;10;1;;Mauvais client
507;20/01/1982;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Voiture ou autre;1;Compte critique / Autres credits (autre banque);1;>=200 EUR;500-1000 EUR;Car (used);2360;15;0;;Bon client
508;25/08/1984;Homme;Tres qualifie/independants;Sans emploi;Proprietaire;2;Accord de construction;1;Pas de credit/credit rembourse;1;0-200 EUR;100-500 EUR;Car (new);6850;15;0;;Mauvais client
509;05/07/1990;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Accord de construction;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Radio/Television;1413;24;0;;Bon client
510;03/11/1973;Homme;Tres qualifie/independants;>=7 ans;Proprietaire;2;Voiture ou autre;1;Pas de credit/credit rembourse;1;Pas de compte courant;100-500 EUR;Car (used);8588;39;0;;Bon client
511;07/06/1992;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;2;Bien immobilier;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (new);759;12;0;;Mauvais client
512;13/05/1986;Homme;Tres qualifie/independants;1-4 ans;Logement gratuit;2;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Car (used);4686;36;0;;Bon client
513;26/11/1992;Homme;Qualifie/fonctionnaire;4 a 7 ans;Location;4;Accord de construction;1;Pas de credit/credit rembourse;1;>=200 EUR;< 100 EUR;Affaires;2687;15;0;;Bon client
514;03/07/1998;Homme;Qualifie/fonctionnaire;1-4 ans;Location;4;Bien immobilier;0;Au moins un retard de paiement;2;0-200 EUR;< 100 EUR;Radio/Television;585;12;1;;Bon client
515;07/02/1964;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;1;Accord de construction;0;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Car (new);2255;24;0;;Bon client
516;10/04/1981;Femme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Accord de construction;0;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Car (new);609;6;0;;Bon client
517;14/09/1978;Homme;Non qualifie;< 1 an;Proprietaire;4;Bien immobilier;0;Compte critique / Autres credits (autre banque);1;< 0EUR;< 100 EUR;Car (new);1361;6;0;;Bon client
518;13/10/1995;Femme;Qualifie/fonctionnaire;< 1 an;Location;4;Accord de construction;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Mobilier /equipements;7127;36;0;;Mauvais client
519;04/03/1975;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;2;Accord de construction;1;Pas de credit/credit rembourse;1;< 0EUR;100-500 EUR;Car (new);1203;6;0;;Bon client
520;20/02/1982;Homme;Qualifie/fonctionnaire;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;Compte cheque inconnu;Radio/Television;700;6;0;;Bon client
521;05/06/1974;Homme;Qualifie/fonctionnaire;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Reparation;5507;24;0;;Bon client
522;30/10/1994;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Bien immobilier;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;3190;18;0;;Mauvais client
523;17/05/1965;Homme;Qualifie/fonctionnaire;1-4 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;2;< 0EUR;< 100 EUR;Mobilier /equipements;7119;48;0;;Mauvais client
524;07/12/1995;Femme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;Pas de compte courant;100-500 EUR;Car (used);3488;24;0;;Bon client
525;08/02/1992;Femme;Non qualifie;1-4 ans;Proprietaire;4;Bien immobilier;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Radio/Television;1113;18;1;Aucun;Bon client
526;23/08/1988;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;3;Voiture ou autre;0;Pas de credit/credit rembourse;2;0-200 EUR;< 100 EUR;Car (used);7966;26;0;;Bon client
527;29/11/1987;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;3;Voiture ou autre;0;Compte critique / Autres credits (autre banque);1;Pas de compte courant;100-500 EUR;Education;1532;15;0;;Bon client
528;28/03/1976;Homme;Non qualifie;4 a 7 ans;Proprietaire;1;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Radio/Television;1503;4;0;;Bon client
529;08/05/1987;Homme;Qualifie/fonctionnaire;1-4 ans;Location;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;2302;36;0;;Mauvais client
530;04/11/1977;Homme;Non qualifie;< 1 an;Proprietaire;4;Bien immobilier;1;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (new);662;6;0;;Bon client
531;23/06/1986;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;1;Voiture ou autre;0;Pas de credit/credit rembourse;2;0-200 EUR;< 100 EUR;Education;2273;36;0;;Bon client
532;15/07/1990;Femme;Qualifie/fonctionnaire;1-4 ans;Location;4;Voiture ou autre;1;Pas de credit/credit rembourse;2;0-200 EUR;100-500 EUR;Car (new);2631;15;0;;Mauvais client
533;18/02/1977;Homme;Qualifie/fonctionnaire;1-4 ans;Location;4;Bien immobilier;0;Au moins un retard de paiement;1;Pas de compte courant;< 100 EUR;Car (used);1503;12;0;;Bon client
534;30/08/1992;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Accord de construction;1;Pas de credit/credit rembourse;1;Pas de compte courant;100-500 EUR;Radio/Television;1311;24;0;;Bon client
535;26/08/1993;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;2;Voiture ou autre;0;Pas de credit/credit rembourse;2;Pas de compte courant;Compte cheque inconnu;Radio/Television;3105;24;0;Aucun;Bon client
536;13/07/1985;Homme;Qualifie/fonctionnaire;< 1 an;Location;1;Voiture ou autre;0;Compte critique / Autres credits (autre banque);1;>=200 EUR;< 100 EUR;Education;2319;21;0;;Mauvais client
537;26/11/1943;Femme;Tres qualifie/independants;Sans emploi;Proprietaire;3;Accord de construction;1;Pas de credit/credit rembourse;1;< 0EUR;Compte cheque inconnu;Car (new);1374;6;0;;Bon client
538;23/09/1981;Femme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Accord de construction;1;Compte critique / Autres credits (autre banque);1;0-200 EUR;< 100 EUR;Mobilier /equipements;3612;18;0;;Bon client
539;16/04/1976;Homme;Tres qualifie/independants;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (new);7763;48;0;;Mauvais client
540;13/04/1973;Femme;Non qualifie;< 1 an;Proprietaire;1;Accord de construction;0;Pas de credit/credit rembourse;1;>=200 EUR;< 100 EUR;Mobilier /equipements;3049;18;0;;Bon client
541;05/09/1995;Homme;Qualifie/fonctionnaire;< 1 an;Location;1;Bien immobilier;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Radio/Television;1534;12;0;Aucun;Mauvais client
542;10/08/1958;Homme;Qualifie/fonctionnaire;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;1;Au moins un retard de paiement;2;Pas de compte courant;< 100 EUR;Car (new);2032;24;0;;Bon client
543;26/12/1987;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;Compte cheque inconnu;Mobilier /equipements;6350;30;0;;Mauvais client
544;26/03/1984;Homme;Non qualifie;1-4 ans;Proprietaire;1;Bien immobilier;0;Pas de credit/credit rembourse;1;>=200 EUR;< 100 EUR;Mobilier /equipements;2864;18;0;;Mauvais client
545;24/06/1957;Homme;Non qualifie;>=7 ans;Proprietaire;4;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Car (new);1255;12;0;;Bon client
546;20/06/1975;Homme;Qualifie/fonctionnaire;Sans emploi;Logement gratuit;2;Bien immobilier;0;Au moins un retard de paiement;2;< 0EUR;< 100 EUR;Car (new);1333;24;0;;Mauvais client
547;18/05/1981;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;4;Voiture ou autre;1;Compte critique / Autres credits (autre banque);1;Pas de compte courant;< 100 EUR;Car (new);2022;24;0;;Bon client
548;09/05/1986;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;1;Voiture ou autre;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Radio/Television;1552;24;0;;Bon client
549;22/01/1994;Femme;Non qualifie;1-4 ans;Proprietaire;4;Bien immobilier;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;626;12;0;;Mauvais client
550;12/09/1983;Homme;Qualifie/fonctionnaire;4 a 7 ans;Logement gratuit;1;Inconnu/Pas de propriete;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;Compte cheque inconnu;Car (used);8858;48;0;;Bon client
551;13/01/1995;Femme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;4;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;Compte cheque inconnu;Reparation;996;12;0;;Bon client
552;26/11/1973;Homme;Non qualifie;>=7 ans;Proprietaire;4;Accord de construction;0;Pas de credit/credit rembourse;1;Pas de compte courant;500-1000 EUR;Radio/Television;1750;6;0;;Bon client
553;23/06/1984;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;1;Bien immobilier;1;Pas de credit/credit rembourse;2;< 0EUR;< 100 EUR;Radio/Television;6999;48;1;;Mauvais client
554;15/05/1991;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;1;Voiture ou autre;0;Compte critique / Autres credits (autre banque);1;0-200 EUR;100-500 EUR;Car (new);1995;12;0;;Bon client
555;09/06/1951;Femme;Tres qualifie/independants;4 a 7 ans;Proprietaire;4;Accord de construction;1;Pas de credit/credit rembourse;2;0-200 EUR;< 100 EUR;Education;1199;9;0;;Bon client
556;26/07/1996;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;1;Voiture ou autre;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Radio/Television;1331;12;0;;Mauvais client
557;02/04/1990;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;3;Voiture ou autre;0;Pas de credit/credit rembourse;2;0-200 EUR;100-500 EUR;Car (new);2278;18;0;;Mauvais client
558;28/07/1989;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;4;Accord de construction;1;Pas de credit/credit rembourse;2;Pas de compte courant;Compte cheque inconnu;Car (new);5003;21;0;;Mauvais client
559;29/04/1991;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;3552;24;0;;Mauvais client
560;26/07/1987;Homme;Non qualifie;< 1 an;Proprietaire;2;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;0-200 EUR;< 100 EUR;Mobilier /equipements;1928;18;0;;Mauvais client
561;28/11/1969;Homme;Qualifie/fonctionnaire;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;< 0EUR;Compte cheque inconnu;Car (used);2964;24;0;;Bon client
562;03/06/1994;Homme;Non qualifie;4 a 7 ans;Location;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;1546;24;1;;Mauvais client
563;26/02/1989;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;1;Accord de construction;0;Au moins un retard de paiement;1;>=200 EUR;< 100 EUR;Radio/Television;683;6;0;;Bon client
564;17/02/1981;Homme;Qualifie/fonctionnaire;1-4 ans;Logement gratuit;4;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;0-200 EUR;Compte cheque inconnu;Car (new);12389;36;0;;Mauvais client
565;13/10/1981;Homme;Tres qualifie/independants;1-4 ans;Proprietaire;2;Accord de construction;1;Au moins un retard de paiement;2;0-200 EUR;Compte cheque inconnu;Affaires;4712;24;0;;Bon client
566;04/09/1995;Femme;Qualifie/fonctionnaire;4 a 7 ans;Location;2;Accord de construction;1;Au moins un retard de paiement;2;0-200 EUR;100-500 EUR;Radio/Television;1553;24;0;;Bon client
567;02/12/1982;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (new);1372;12;0;;Mauvais client
568;12/07/1984;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;2;Voiture ou autre;0;Compte critique / Autres credits (autre banque);1;Pas de compte courant;>=1000 EUR;Radio/Television;2578;24;0;;Bon client
569;14/07/1977;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;1;Voiture ou autre;1;Pas de credit/credit rembourse;2;0-200 EUR;Compte cheque inconnu;Radio/Television;3979;48;0;;Bon client
570;27/07/1987;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Voiture ou autre;1;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;6758;48;0;Aucun;Mauvais client
571;02/05/1995;Femme;Non qualifie;< 1 an;Location;4;Bien immobilier;1;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;3234;24;0;;Mauvais client
572;06/09/1980;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;2;Voiture ou autre;0;Compte critique / Autres credits (autre banque);1;Pas de compte courant;< 100 EUR;Radio/Television;5954;30;1;;Bon client
573;16/04/1992;Femme;Tres qualifie/independants;Sans emploi;Location;4;Accord de construction;1;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Car (used);5433;24;0;;Bon client
574;22/03/1996;Femme;Non qualifie;1-4 ans;Proprietaire;4;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Affaires;806;15;0;;Bon client
575;18/05/1991;Homme;Non qualifie;>=7 ans;Proprietaire;4;Voiture ou autre;0;Pas de credit/credit rembourse;2;0-200 EUR;< 100 EUR;Radio/Television;1082;9;0;;Bon client
576;30/04/1994;Femme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Voiture ou autre;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Mobilier /equipements;2788;15;1;Aucun;Bon client
577;22/02/1991;Femme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;1;Bien immobilier;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Radio/Television;2930;12;0;Aucun;Bon client
578;03/08/1985;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Voiture ou autre;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;Compte cheque inconnu;Education;1927;24;0;Aucun;Bon client
579;27/12/1991;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;4;Voiture ou autre;0;Compte critique / Autres credits (autre banque);2;0-200 EUR;< 100 EUR;Car (new);2820;36;0;Aucun;Mauvais client
580;15/05/1991;Homme;Non qualifie;< 1 an;Proprietaire;3;Voiture ou autre;0;Pas de credit/credit rembourse;2;Pas de compte courant;< 100 EUR;Autres;937;24;0;Aucun;Bon client
581;25/11/1988;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;3;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;0-200 EUR;< 100 EUR;Car (new);1056;18;1;;Mauvais client
582;02/02/1969;Homme;Non qualifie;< 1 an;Proprietaire;3;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;0-200 EUR;< 100 EUR;Car (new);3124;12;0;;Bon client
583;04/07/1992;Femme;Qualifie/fonctionnaire;1-4 ans;Location;2;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Mobilier /equipements;1388;9;0;;Bon client
584;31/10/1985;Homme;Non qualifie;< 1 an;Location;1;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Reparation;2384;36;0;;Mauvais client
585;18/12/1966;Femme;Tres qualifie/independants;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Car (new);2133;12;0;;Bon client
586;18/01/1998;Femme;Qualifie/fonctionnaire;1-4 ans;Location;4;Bien immobilier;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;2039;18;0;;Mauvais client
587;05/06/1982;Homme;Qualifie/fonctionnaire;1-4 ans;Location;2;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Car (new);2799;9;0;;Bon client
588;11/07/1997;Homme;Non qualifie;1-4 ans;Proprietaire;1;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;1289;12;1;;Bon client
589;26/08/1971;Homme;Non qualifie;1-4 ans;Proprietaire;3;Bien immobilier;1;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Appareils menagers;1217;18;0;;Mauvais client
590;27/04/1958;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;3;Accord de construction;0;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Mobilier /equipements;2246;12;0;Aucun;Mauvais client
591;28/06/1960;Femme;Non qualifie;4 a 7 ans;Proprietaire;3;Bien immobilier;1;Compte critique / Autres credits (autre banque);4;< 0EUR;< 100 EUR;Radio/Television;385;12;0;;Bon client
592;19/06/1976;Femme;Qualifie/fonctionnaire;1-4 ans;Location;4;Voiture ou autre;1;Au moins un retard de paiement;2;0-200 EUR;Compte cheque inconnu;Car (new);1965;24;0;;Bon client
593;28/11/1982;Femme;Non qualifie;>=7 ans;Proprietaire;4;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;>=1000 EUR;Affaires;1572;21;0;;Bon client
594;12/10/1998;Femme;Non qualifie;1-4 ans;Location;4;Accord de construction;1;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Car (new);2718;24;0;;Mauvais client
595;20/10/1978;Homme;Tres qualifie/independants;>=7 ans;Proprietaire;3;Voiture ou autre;1;Pas de credit/credit rembourse;1;< 0EUR;Compte cheque inconnu;Autres;1358;24;0;;Mauvais client
596;17/03/1986;Femme;Non qualifie;< 1 an;Proprietaire;1;Accord de construction;0;Pas de credit/credit rembourse;1;0-200 EUR;100-500 EUR;Car (new);931;6;0;;Mauvais client
597;31/12/1995;Femme;Qualifie/fonctionnaire;4 a 7 ans;Location;4;Voiture ou autre;0;Pas de credit/credit rembourse;2;< 0EUR;< 100 EUR;Car (new);1442;24;0;;Mauvais client
598;23/06/1982;Homme;Non qualifie;1-4 ans;Proprietaire;4;Bien immobilier;1;Pas de credit/credit rembourse;3;0-200 EUR;< 100 EUR;Affaires;4241;24;0;;Mauvais client
599;30/07/1987;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;2;Accord de construction;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Car (new);2775;18;0;;Mauvais client
600;12/09/1986;Homme;Qualifie/fonctionnaire;1-4 ans;Logement gratuit;2;Inconnu/Pas de propriete;0;Au moins un retard de paiement;1;Pas de compte courant;< 100 EUR;Affaires;3863;24;0;Banque;Bon client
601;20/02/1973;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;1;Bien immobilier;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Radio/Television;2329;7;1;;Bon client
602;15/04/1988;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;1;Accord de construction;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Mobilier /equipements;918;9;0;;Mauvais client
603;18/07/1984;Femme;Non qualifie;4 a 7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Education;1837;24;0;;Mauvais client
604;26/09/1990;Femme;Tres qualifie/independants;1-4 ans;Proprietaire;2;Voiture ou autre;1;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Mobilier /equipements;3349;36;0;;Mauvais client
605;25/04/1995;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;2;Accord de construction;0;Pas de credit/credit rembourse;1;>=200 EUR;< 100 EUR;Mobilier /equipements;1275;10;0;;Bon client
606;14/04/1996;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;4;Bien immobilier;1;Pas de credit/credit rembourse;1;< 0EUR;500-1000 EUR;Mobilier /equipements;2828;24;0;;Bon client
607;07/07/1944;Homme;Tres qualifie/independants;1-4 ans;Proprietaire;2;Bien immobilier;1;Compte critique / Autres credits (autre banque);1;Pas de compte courant;< 100 EUR;Affaires;4526;24;0;;Bon client
608;10/08/1968;Femme;Qualifie/fonctionnaire;1-4 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;0-200 EUR;100-500 EUR;Radio/Television;2671;36;1;;Mauvais client
609;22/10/1985;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;1;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Radio/Television;2051;18;0;;Bon client
610;06/09/1973;Homme;Qualifie/fonctionnaire;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Car (used);1300;15;0;;Bon client
611;11/08/1996;Femme;Qualifie/fonctionnaire;Sans emploi;Proprietaire;3;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;100-500 EUR;Appareils menagers;741;12;0;;Mauvais client
612;16/09/1970;Femme;Non qualifie;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;>=200 EUR;100-500 EUR;Car (new);1240;10;0;Aucun;Mauvais client
613;13/02/1989;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;2;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;>=1000 EUR;Radio/Television;3357;21;0;;Bon client
614;01/03/1996;Femme;Qualifie/fonctionnaire;1-4 ans;Location;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (used);3632;24;1;Banque;Bon client
615;28/11/1996;Femme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;1;Bien immobilier;0;Au moins un retard de paiement;1;Pas de compte courant;< 100 EUR;Mobilier /equipements;1808;18;0;;Mauvais client
616;24/05/1970;Homme;Tres qualifie/independants;1-4 ans;Proprietaire;2;Voiture ou autre;1;Pas de credit/credit rembourse;1;0-200 EUR;Compte cheque inconnu;Affaires;12204;48;0;;Bon client
617;24/09/1991;Homme;Tres qualifie/independants;1-4 ans;Logement gratuit;2;Inconnu/Pas de propriete;0;Au moins un retard de paiement;1;0-200 EUR;Compte cheque inconnu;Radio/Television;9157;60;0;;Bon client
618;21/05/1981;Homme;Qualifie/fonctionnaire;1-4 ans;Location;3;Bien immobilier;0;Compte critique / Autres credits (autre banque);3;< 0EUR;< 100 EUR;Car (new);3676;6;0;;Bon client
619;27/11/1997;Femme;Qualifie/fonctionnaire;1-4 ans;Location;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;0-200 EUR;100-500 EUR;Mobilier /equipements;3441;30;1;;Mauvais client
620;27/08/1969;Homme;Non qualifie;1-4 ans;Proprietaire;2;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Car (new);640;12;0;;Bon client
621;18/09/1991;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Accord de construction;0;Compte critique / Autres credits (autre banque);2;0-200 EUR;< 100 EUR;Affaires;3652;21;0;Aucun;Bon client
622;29/09/1986;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Accord de construction;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Car (new);1530;18;0;;Mauvais client
623;01/03/1980;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Affaires;3914;48;0;;Mauvais client
624;21/12/1996;Femme;Qualifie/fonctionnaire;< 1 an;Location;1;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;1858;12;0;;Bon client
625;27/09/1953;Homme;Qualifie/fonctionnaire;1-4 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;2;< 0EUR;< 100 EUR;Radio/Television;2600;18;0;;Mauvais client
626;13/04/1983;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;2;Voiture ou autre;0;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Radio/Television;1979;15;0;;Bon client
627;27/03/1977;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Bien immobilier;1;Pas de credit/credit rembourse;1;>=200 EUR;< 100 EUR;Mobilier /equipements;2116;6;0;;Bon client
628;02/04/1989;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;0-200 EUR;100-500 EUR;Car (new);1437;9;0;;Mauvais client
629;10/01/1982;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;4;Bien immobilier;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;500-1000 EUR;Mobilier /equipements;4042;42;0;;Bon client
630;28/08/1954;Homme;Non qualifie;>=7 ans;Proprietaire;4;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Education;3832;9;0;;Bon client
631;29/10/1990;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;3660;24;0;;Bon client
632;19/05/1974;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;3;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;1553;18;0;;Mauvais client
